source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,ligand.logFC,ligand.pct.1,ligand.pct.2,ligand.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2,receptor.pvalues
Prolif.T,Prolif.T,HLA-C,CD3D,0.175089273,0,1543,HLA-C - CD3D,other,other,other,Pos,-0.784682436,0.996,1,9.20E-26,2.199069285,0.929,0.038,2.80E-43
Ciliated,Prolif.T,HLA-C,CD3D,0.176534714,0,1543,HLA-C - CD3D,other,other,other,Pos,-0.751832194,0.966,0.996,4.59E-22,2.199069285,0.929,0.038,2.80E-43
Aveolar cells,Prolif.T,HLA-C,CD3D,0.163676643,0,1543,HLA-C - CD3D,other,other,other,Pos,-0.665127334,0.965,1,0.007200351,2.199069285,0.929,0.038,2.80E-43
Macrophages,T cells,HLA-C,CD3G,0.119858591,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.454043649,0.952,0.999,0,0.276712085,0.552,0.362,5.12E-17
T cells,T cells,HLA-C,CD3G,0.13570279,0,1544,HLA-C - CD3G,other,other,other,Pos,NA,NA,NA,NA,0.276712085,0.552,0.362,5.12E-17
Prolif.T,T cells,HLA-C,CD3G,0.1124548,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.784682436,0.996,1,9.20E-26,0.276712085,0.552,0.362,5.12E-17
Ciliated,T cells,HLA-C,CD3G,0.113454281,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.751832194,0.966,0.996,4.59E-22,0.276712085,0.552,0.362,5.12E-17
Aveolar cells,T cells,HLA-C,CD3G,0.104607077,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.665127334,0.965,1,0.007200351,0.276712085,0.552,0.362,5.12E-17
Macrophages,Prolif.T,HLA-C,CD3G,0.13050024,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.454043649,0.952,0.999,0,1.207537716,0.858,0.05,7.72E-34
T cells,Prolif.T,HLA-C,CD3G,0.147515393,0,1544,HLA-C - CD3G,other,other,other,Pos,NA,NA,NA,NA,1.207537716,0.858,0.05,7.72E-34
Prolif.T,Prolif.T,HLA-C,CD3G,0.122530617,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.784682436,0.996,1,9.20E-26,1.207537716,0.858,0.05,7.72E-34
Ciliated,Prolif.T,HLA-C,CD3G,0.123607178,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.751832194,0.966,0.996,4.59E-22,1.207537716,0.858,0.05,7.72E-34
Aveolar cells,Prolif.T,HLA-C,CD3G,0.114070118,0,1544,HLA-C - CD3G,other,other,other,Pos,-0.665127334,0.965,1,0.007200351,1.207537716,0.858,0.05,7.72E-34
Macrophages,Ciliated,HLA-C,DDR1,0.027949737,0,1545,HLA-C - DDR1,other,other,other,Pos,-0.454043649,0.952,0.999,0,0.724120103,0.375,0,5.68E-22
T cells,Ciliated,HLA-C,DDR1,0.032087369,0,1545,HLA-C - DDR1,other,other,other,Pos,NA,NA,NA,NA,0.724120103,0.375,0,5.68E-22
Prolif.T,Ciliated,HLA-C,DDR1,0.026055185,0,1545,HLA-C - DDR1,other,other,other,Pos,-0.784682436,0.996,1,9.20E-26,0.724120103,0.375,0,5.68E-22
Ciliated,Ciliated,HLA-C,DDR1,0.026309522,0,1545,HLA-C - DDR1,other,other,other,Pos,-0.751832194,0.966,0.996,4.59E-22,0.724120103,0.375,0,5.68E-22
Aveolar cells,Ciliated,HLA-C,DDR1,0.024073369,0,1545,HLA-C - DDR1,other,other,other,Pos,-0.665127334,0.965,1,0.007200351,0.724120103,0.375,0,5.68E-22
Macrophages,Macrophages,HLA-C,LILRB1,0.035964123,0,1551,HLA-C - LILRB1,other,other,other,Pos,-0.454043649,0.952,0.999,0,0.77863979,0.478,0.293,0
T cells,Macrophages,HLA-C,LILRB1,0.041237858,0,1551,HLA-C - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.77863979,0.478,0.293,0
Prolif.T,Macrophages,HLA-C,LILRB1,0.033545069,0,1551,HLA-C - LILRB1,other,other,other,Pos,-0.784682436,0.996,1,9.20E-26,0.77863979,0.478,0.293,0
Ciliated,Macrophages,HLA-C,LILRB1,0.033869976,0,1551,HLA-C - LILRB1,other,other,other,Pos,-0.751832194,0.966,0.996,4.59E-22,0.77863979,0.478,0.293,0
Aveolar cells,Macrophages,HLA-C,LILRB1,0.031011695,0,1551,HLA-C - LILRB1,other,other,other,Pos,-0.665127334,0.965,1,0.007200351,0.77863979,0.478,0.293,0
T cells,DC,HLA-C,LILRB1,0.027196671,0.01,1551,HLA-C - LILRB1,other,other,other,Pos,NA,NA,NA,NA,0.313103286,0.39,0.271,3.87E-06
Macrophages,Macrophages,HLA-C,LILRB2,0.091741501,0,1552,HLA-C - LILRB2,other,other,other,Pos,-0.454043649,0.952,0.999,0,1.289064282,0.598,0.146,0
T cells,Macrophages,HLA-C,LILRB2,0.104309377,0,1552,HLA-C - LILRB2,other,other,other,Pos,NA,NA,NA,NA,1.289064282,0.598,0.146,0
Prolif.T,Macrophages,HLA-C,LILRB2,0.085905012,0,1552,HLA-C - LILRB2,other,other,other,Pos,-0.784682436,0.996,1,9.20E-26,1.289064282,0.598,0.146,0
Ciliated,Macrophages,HLA-C,LILRB2,0.086691571,0,1552,HLA-C - LILRB2,other,other,other,Pos,-0.751832194,0.966,0.996,4.59E-22,1.289064282,0.598,0.146,0
Aveolar cells,Macrophages,HLA-C,LILRB2,0.079743613,0,1552,HLA-C - LILRB2,other,other,other,Pos,-0.665127334,0.965,1,0.007200351,1.289064282,0.598,0.146,0
Aveolar cells,Macrophages,HLA-G,LILRB1,0.002100782,0,1564,HLA-G - LILRB1,other,other,other,Pos,0.700747696,0.308,0.125,0.217727992,0.77863979,0.478,0.293,0
Aveolar cells,DC,HLA-G,LILRB1,0.001366488,0,1564,HLA-G - LILRB1,other,other,other,Pos,0.700747696,0.308,0.125,0.217727992,0.313103286,0.39,0.271,3.87E-06
Aveolar cells,Macrophages,HLA-G,LILRB2,0.005667689,0,1565,HLA-G - LILRB2,other,other,other,Pos,0.700747696,0.308,0.125,0.217727992,1.289064282,0.598,0.146,0
Aveolar cells,DC,HLA-G,LILRB2,0.00160211,0,1565,HLA-G - LILRB2,other,other,other,Pos,0.700747696,0.308,0.125,0.217727992,0.397468232,0.413,0.297,1.93E-06
Macrophages,Macrophages,HMGB1,TLR4,0.008427031,0,1568,HMGB1 - TLR4,other,other,other,Pos,-0.192333864,0.709,0.948,1.28E-233,0.30380965,0.311,0.275,1.84E-28
T cells,Macrophages,HMGB1,TLR4,0.014180984,0,1568,HMGB1 - TLR4,other,other,other,Pos,0.115060485,0.754,0.651,2.39E-06,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,HMGB1,TLR4,0.01128037,0,1568,HMGB1 - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
Ciliated,Macrophages,HMGB1,TLR4,0.013577369,0,1568,HMGB1 - TLR4,other,other,other,Pos,0.199183299,0.909,0.955,0.005437323,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,HMGB1,TLR4,0.011629348,0,1568,HMGB1 - TLR4,other,other,other,Pos,0.197753604,0.783,1,0.890504632,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Macrophages,HRAS,TLR2,0.001482831,0,1579,HRAS - TLR2,other,other,other,Pos,NA,NA,NA,NA,0.852865008,0.409,0.082,0
Aveolar cells,Macrophages,HRAS,TLR2,0.001714808,0,1579,HRAS - TLR2,other,other,other,Pos,0.548986041,0.308,0,0.069302698,0.852865008,0.409,0.082,0
Prolif.T,DC,HRAS,TLR2,0.001069772,0,1579,HRAS - TLR2,other,other,other,Pos,NA,NA,NA,NA,0.391835583,0.362,0.181,1.14E-11
Aveolar cells,DC,HRAS,TLR2,0.001237209,0,1579,HRAS - TLR2,other,other,other,Pos,0.548986041,0.308,0,0.069302698,0.391835583,0.362,0.181,1.14E-11
Aveolar cells,Ciliated,HSP90AA1,ERBB2,0.015283895,0,1584,HSP90AA1 - ERBB2,other,other,other,Pos,1.020398578,0.965,1,0.010633508,0.468367009,0.273,0.018,1.12E-12
T cells,Macrophages,HSP90B1,ASGR1,0.003316009,0,1587,HSP90B1 - ASGR1,other,other,other,Pos,NA,NA,NA,NA,0.309793714,0.3,0.258,2.12E-33
Prolif.T,Macrophages,HSP90B1,ASGR1,0.010068745,0,1587,HSP90B1 - ASGR1,other,other,other,Pos,-0.282047545,0.869,0.925,5.02E-05,0.309793714,0.3,0.258,2.12E-33
Aveolar cells,Macrophages,HSP90B1,ASGR1,0.009238184,0,1587,HSP90B1 - ASGR1,other,other,other,Pos,0.739187175,0.706,0.75,0.146765866,0.309793714,0.3,0.258,2.12E-33
T cells,Ciliated,HSP90B1,ERBB2,0.002632628,0,1588,HSP90B1 - ERBB2,other,other,other,Pos,NA,NA,NA,NA,0.468367009,0.273,0.018,1.12E-12
Prolif.T,Ciliated,HSP90B1,ERBB2,0.008004901,0,1588,HSP90B1 - ERBB2,other,other,other,Pos,-0.282047545,0.869,0.925,5.02E-05,0.468367009,0.273,0.018,1.12E-12
Aveolar cells,Ciliated,HSP90B1,ERBB2,0.007343321,0,1588,HSP90B1 - ERBB2,other,other,other,Pos,0.739187175,0.706,0.75,0.146765866,0.468367009,0.273,0.018,1.12E-12
Prolif.T,Macrophages,HSP90B1,TLR2,0.015474819,0,1591,HSP90B1 - TLR2,other,other,other,Pos,-0.282047545,0.869,0.925,5.02E-05,0.852865008,0.409,0.082,0
Aveolar cells,Macrophages,HSP90B1,TLR2,0.014204714,0,1591,HSP90B1 - TLR2,other,other,other,Pos,0.739187175,0.706,0.75,0.146765866,0.852865008,0.409,0.082,0
Prolif.T,DC,HSP90B1,TLR2,0.011207889,0,1591,HSP90B1 - TLR2,other,other,other,Pos,-0.282047545,0.869,0.925,5.02E-05,0.391835583,0.362,0.181,1.14E-11
Aveolar cells,DC,HSP90B1,TLR2,0.010284337,0,1591,HSP90B1 - TLR2,other,other,other,Pos,0.739187175,0.706,0.75,0.146765866,0.391835583,0.362,0.181,1.14E-11
T cells,Macrophages,HSP90B1,TLR4,0.003347012,0,1592,HSP90B1 - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Macrophages,HSP90B1,TLR4,0.01016224,0,1592,HSP90B1 - TLR4,other,other,other,Pos,-0.282047545,0.869,0.925,5.02E-05,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,HSP90B1,TLR4,0.009324039,0,1592,HSP90B1 - TLR4,other,other,other,Pos,0.739187175,0.706,0.75,0.146765866,0.30380965,0.311,0.275,1.84E-28
Macrophages,Macrophages,HSPA1A,TLR4,0.002639648,0,1596,HSPA1A - TLR4,other,other,other,Pos,0.987361919,0.47,0.586,0.025997718,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,HSPA1A,TLR4,0.002034297,0,1596,HSPA1A - TLR4,other,other,other,Pos,-0.275279503,0.497,0.418,0.083158629,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Macrophages,HSPA1A,TLR4,0.00150516,0,1596,HSPA1A - TLR4,other,other,other,Pos,NA,NA,NA,NA,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,HSPA1A,TLR4,0.001833789,0,1596,HSPA1A - TLR4,other,other,other,Pos,1.344124637,0.448,0.75,0.207605047,0.30380965,0.311,0.275,1.84E-28
DC,Prolif.T,ICAM1,IL2RA,0.001455508,0,1624,ICAM1 - IL2RA,other,other,other,Pos,-0.244925197,0.366,0.446,0.000335643,0.776156366,0.386,0.012,1.06E-10
Aveolar cells,Prolif.T,ICAM1,IL2RA,0.002666682,0,1624,ICAM1 - IL2RA,other,other,other,Pos,1.351767907,0.469,0,0.014593935,0.776156366,0.386,0.012,1.06E-10
DC,Prolif.T,ICAM1,IL2RG,0.001116182,0,1625,ICAM1 - IL2RG,other,other,other,Pos,-0.244925197,0.366,0.446,0.000335643,0.348394758,0.425,0.162,1.42E-06
Aveolar cells,Prolif.T,ICAM1,IL2RG,0.00204557,0,1625,ICAM1 - IL2RG,other,other,other,Pos,1.351767907,0.469,0,0.014593935,0.348394758,0.425,0.162,1.42E-06
DC,Macrophages,ICAM1,ITGAM,0.001501152,0,1627,ICAM1 - ITGAM,other,other,other,Pos,-0.244925197,0.366,0.446,0.000335643,0.614091549,0.312,0.104,0
Aveolar cells,Macrophages,ICAM1,ITGAM,0.002750205,0,1627,ICAM1 - ITGAM,other,other,other,Pos,1.351767907,0.469,0,0.014593935,0.614091549,0.312,0.104,0
DC,Macrophages,ICAM2,ITGAM,0.000926874,0,1631,ICAM2 - ITGAM,other,other,other,Pos,0.160142951,0.262,0.138,2.55E-06,0.614091549,0.312,0.104,0
Prolif.T,Macrophages,ICAM2,ITGAM,0.000655019,0,1631,ICAM2 - ITGAM,other,other,other,Pos,NA,NA,NA,NA,0.614091549,0.312,0.104,0
DC,Prolif.T,IL16,CCR5,0.001489647,0,1721,IL16 - CCR5,other,other,other,Pos,-0.193124932,0.258,0.401,1.80E-07,0.642432349,0.529,0.025,3.95E-16
DC,Macrophages,IL18,CD48,0.001831906,0,1737,IL18 - CD48,other,other,other,Pos,-0.349560975,0.324,0.534,5.31E-14,0.757493274,0.361,0.069,0
Aveolar cells,Macrophages,IL18,CD48,0.001943493,0,1737,IL18 - CD48,other,other,other,Pos,0.13306769,0.378,0.5,0.565901896,0.757493274,0.361,0.069,0
DC,Prolif.T,IL18,CD48,0.007986175,0,1737,IL18 - CD48,other,other,other,Pos,-0.349560975,0.324,0.534,5.31E-14,1.240609206,0.818,0.1,5.47E-30
Aveolar cells,Prolif.T,IL18,CD48,0.008469454,0,1737,IL18 - CD48,other,other,other,Pos,0.13306769,0.378,0.5,0.565901896,1.240609206,0.818,0.1,5.47E-30
DC,Macrophages,IL1RN,IL1R2,0.001741529,0,1755,IL1RN - IL1R2,other,other,other,Pos,0.10654819,0.261,0.26,0.920056911,1.553671742,0.343,0.002,0
DC,Macrophages,IRAK4,TLR4,0.000673129,0,1863,IRAK4 - TLR4,other,other,other,Pos,0.153549596,0.254,0.186,0.008141153,0.30380965,0.311,0.275,1.84E-28
T cells,Prolif.T,LGALS1,CD69,0.010833404,0,1999,LGALS1 - CD69,other,other,other,Pos,-0.100849187,0.551,0.62,1.19E-06,0.624066727,0.49,0.088,4.95E-12
DC,Prolif.T,LGALS1,CD69,0.018653049,0,1999,LGALS1 - CD69,other,other,other,Pos,NA,NA,NA,NA,0.624066727,0.49,0.088,4.95E-12
Prolif.T,Prolif.T,LGALS1,CD69,0.02092015,0,1999,LGALS1 - CD69,other,other,other,Pos,0.182888472,0.926,0.962,0.076271801,0.624066727,0.49,0.088,4.95E-12
Ciliated,Prolif.T,LGALS1,CD69,0.001999975,0,1999,LGALS1 - CD69,other,other,other,Pos,-1.489979294,0.307,0.987,1.45E-31,0.624066727,0.49,0.088,4.95E-12
Aveolar cells,Prolif.T,LGALS1,CD69,0.006374208,0,1999,LGALS1 - CD69,other,other,other,Pos,-0.708014062,0.552,1,0.002989997,0.624066727,0.49,0.088,4.95E-12
Prolif.T,Prolif.T,LGALS9,HAVCR2,0.006656565,0,2002,LGALS9 - HAVCR2,other,other,other,Pos,NA,NA,NA,NA,1.033410495,0.759,0.325,5.87E-20
DC,Macrophages,LTB,CD40,0.001147387,0,2048,LTB - CD40,other,other,other,Pos,0.162701279,0.276,0.523,4.03E-14,0.393878095,0.295,0.225,4.57E-69
DC,Macrophages,LTB,LTBR,0.001504862,0,2049,LTB - LTBR,other,other,other,Pos,0.162701279,0.276,0.523,4.03E-14,0.362676346,0.38,0.336,2.05E-52
DC,Macrophages,LTB,TNFRSF1A,0.001790711,0.01,2050,LTB - TNFRSF1A,other,other,other,Pos,0.162701279,0.276,0.523,4.03E-14,0.271225514,0.445,0.494,5.26E-10
Macrophages,DC,LY86,CD180,0.001498256,0,2058,LY86 - CD180,other,other,other,Pos,-0.11182447,0.333,0.543,1.90E-133,0.280554996,0.34,0.153,9.40E-11
DC,DC,LY86,CD180,0.001700062,0,2058,LY86 - CD180,other,other,other,Pos,-0.125907229,0.451,0.551,0.000557996,0.280554996,0.34,0.153,9.40E-11
Aveolar cells,T cells,MDK,ITGA4,0.005337411,0,2072,MDK - ITGA4,other,other,other,Pos,1.426970922,0.49,0,0.011573998,0.347089606,0.326,0.194,1.89E-14
Aveolar cells,Prolif.T,MDK,ITGA4,0.009633403,0,2072,MDK - ITGA4,other,other,other,Pos,1.426970922,0.49,0,0.011573998,0.795369665,0.69,0.25,1.43E-14
Aveolar cells,Macrophages,MDK,SDC3,0.001703154,0,2079,MDK - SDC3,other,other,other,Pos,1.426970922,0.49,0,0.011573998,0.62273371,0.255,0.039,0
Aveolar cells,Ciliated,MDK,SDC4,0.004031665,0,2080,MDK - SDC4,other,other,other,Pos,1.426970922,0.49,0,0.011573998,0.901219995,0.42,0.027,3.38E-20
Aveolar cells,Ciliated,MDK,TSPAN1,0.034943769,0,2081,MDK - TSPAN1,other,other,other,Pos,1.426970922,0.49,0,0.011573998,2.411961824,0.898,0.004,6.50E-57
Macrophages,Ciliated,P4HB,GPR162,0.023420652,0,2303,P4HB - GPR162,other,other,other,Pos,0.197504448,0.55,0.676,0.687978626,1.150230844,0.591,0.018,7.12E-33
T cells,Ciliated,P4HB,GPR162,0.009893533,0,2303,P4HB - GPR162,other,other,other,Pos,NA,NA,NA,NA,1.150230844,0.591,0.018,7.12E-33
DC,Ciliated,P4HB,GPR162,0.024429652,0,2303,P4HB - GPR162,other,other,other,Pos,0.173642864,0.665,0.638,0.103817361,1.150230844,0.591,0.018,7.12E-33
Prolif.T,Ciliated,P4HB,GPR162,0.025426181,0,2303,P4HB - GPR162,other,other,other,Pos,-0.272819399,0.77,0.862,8.63E-06,1.150230844,0.591,0.018,7.12E-33
Ciliated,Ciliated,P4HB,GPR162,0.007141843,0,2303,P4HB - GPR162,other,other,other,Pos,-0.297506657,0.409,0.65,0.00018251,1.150230844,0.591,0.018,7.12E-33
Aveolar cells,Ciliated,P4HB,GPR162,0.028390858,0,2303,P4HB - GPR162,other,other,other,Pos,0.848758691,0.65,0.75,0.098122073,1.150230844,0.591,0.018,7.12E-33
Macrophages,Ciliated,PSAP,CELSR1,0.017986191,0,2454,PSAP - CELSR1,other,other,other,Pos,NA,NA,NA,NA,0.488405862,0.284,0.004,9.48E-16
T cells,Ciliated,PSAP,CELSR1,0.002673744,0,2454,PSAP - CELSR1,other,other,other,Pos,-0.537178153,0.358,0.436,6.48E-18,0.488405862,0.284,0.004,9.48E-16
DC,Ciliated,PSAP,CELSR1,0.013810374,0,2454,PSAP - CELSR1,other,other,other,Pos,NA,NA,NA,NA,0.488405862,0.284,0.004,9.48E-16
Prolif.T,Ciliated,PSAP,CELSR1,0.003919589,0,2454,PSAP - CELSR1,other,other,other,Pos,-1.868721329,0.657,0.95,6.15E-42,0.488405862,0.284,0.004,9.48E-16
Ciliated,Ciliated,PSAP,CELSR1,0.007745145,0,2454,PSAP - CELSR1,other,other,other,Pos,-1.211506774,0.705,0.996,1.72E-33,0.488405862,0.284,0.004,9.48E-16
Aveolar cells,Ciliated,PSAP,CELSR1,0.007003695,0,2454,PSAP - CELSR1,other,other,other,Pos,-1.570970145,0.685,1,1.86E-05,0.488405862,0.284,0.004,9.48E-16
Prolif.T,Prolif.T,PTDSS1,JMJD6,0.00078628,0,2471,PTDSS1 - JMJD6,other,other,other,Pos,0.125343637,0.435,0.338,0.066410389,0.282585349,0.42,0.112,2.53E-07
Prolif.T,Macrophages,QDPR,DYSF,0.000698355,0,2529,QDPR - DYSF,other,other,other,Pos,NA,NA,NA,NA,0.705810319,0.284,0.008,0
Macrophages,Ciliated,RPS27A,ERBB2,0.012739845,0,2591,RPS27A - ERBB2,other,other,other,Pos,-0.517197979,0.87,0.998,0,0.468367009,0.273,0.018,1.12E-12
T cells,Ciliated,RPS27A,ERBB2,0.01840308,0,2591,RPS27A - ERBB2,other,other,other,Pos,-0.273515866,0.933,0.963,9.02E-45,0.468367009,0.273,0.018,1.12E-12
DC,Ciliated,RPS27A,ERBB2,0.015822141,0,2591,RPS27A - ERBB2,other,other,other,Pos,-0.373923697,0.969,0.997,2.40E-34,0.468367009,0.273,0.018,1.12E-12
Ciliated,Ciliated,RPS27A,ERBB2,0.013036013,0,2591,RPS27A - ERBB2,other,other,other,Pos,-0.541346664,0.966,0.996,7.55E-22,0.468367009,0.273,0.018,1.12E-12
Aveolar cells,Ciliated,RPS27A,ERBB2,0.016017853,0,2591,RPS27A - ERBB2,other,other,other,Pos,0.156023235,0.979,1,0.437319284,0.468367009,0.273,0.018,1.12E-12
Macrophages,Macrophages,RPS27A,TLR4,0.016152484,0,2599,RPS27A - TLR4,other,other,other,Pos,-0.517197979,0.87,0.998,0,0.30380965,0.311,0.275,1.84E-28
T cells,Macrophages,RPS27A,TLR4,0.02329694,0,2599,RPS27A - TLR4,other,other,other,Pos,-0.273515866,0.933,0.963,9.02E-45,0.30380965,0.311,0.275,1.84E-28
DC,Macrophages,RPS27A,TLR4,0.020043676,0,2599,RPS27A - TLR4,other,other,other,Pos,-0.373923697,0.969,0.997,2.40E-34,0.30380965,0.311,0.275,1.84E-28
Ciliated,Macrophages,RPS27A,TLR4,0.016526659,0,2599,RPS27A - TLR4,other,other,other,Pos,-0.541346664,0.966,0.996,7.55E-22,0.30380965,0.311,0.275,1.84E-28
Aveolar cells,Macrophages,RPS27A,TLR4,0.02029053,0,2599,RPS27A - TLR4,other,other,other,Pos,0.156023235,0.979,1,0.437319284,0.30380965,0.311,0.275,1.84E-28
Macrophages,Ciliated,RTN4,TNFRSF19,0.006261136,0,2624,RTN4 - TNFRSF19,other,other,other,Pos,-0.278929128,0.626,0.899,0,0.529834422,0.273,0,5.73E-16
DC,Ciliated,RTN4,TNFRSF19,0.005864068,0,2624,RTN4 - TNFRSF19,other,other,other,Pos,NA,NA,NA,NA,0.529834422,0.273,0,5.73E-16
Prolif.T,Ciliated,RTN4,TNFRSF19,0.003182396,0,2624,RTN4 - TNFRSF19,other,other,other,Pos,-0.764099052,0.611,0.9,3.23E-25,0.529834422,0.273,0,5.73E-16
Ciliated,Ciliated,RTN4,TNFRSF19,0.006284979,0,2624,RTN4 - TNFRSF19,other,other,other,Pos,-0.298903012,0.659,0.91,0.00014081,0.529834422,0.273,0,5.73E-16
Aveolar cells,Ciliated,RTN4,TNFRSF19,0.005970245,0,2624,RTN4 - TNFRSF19,other,other,other,Pos,-0.46368055,0.65,1,0.020645134,0.529834422,0.273,0,5.73E-16
Aveolar cells,Macrophages,S100A9,TLR4,0.000398519,0,2627,S100A9 - TLR4,other,other,other,Pos,-0.37890248,0.252,0.75,0.006981978,0.30380965,0.311,0.275,1.84E-28
Macrophages,Macrophages,SELPLG,ITGAM,0.002190189,0,2651,SELPLG - ITGAM,other,other,other,Pos,-0.189110388,0.409,0.685,9.77E-239,0.614091549,0.312,0.104,0
T cells,Macrophages,SELPLG,ITGAM,0.003512054,0,2651,SELPLG - ITGAM,other,other,other,Pos,0.111320051,0.43,0.305,5.34E-07,0.614091549,0.312,0.104,0
DC,Macrophages,SELPLG,ITGAM,0.002088873,0,2651,SELPLG - ITGAM,other,other,other,Pos,NA,NA,NA,NA,0.614091549,0.312,0.104,0
Prolif.T,Macrophages,SELPLG,ITGAM,0.005471132,0,2651,SELPLG - ITGAM,other,other,other,Pos,NA,NA,NA,NA,0.614091549,0.312,0.104,0
Macrophages,T cells,SELPLG,SELL,0.002682537,0,2654,SELPLG - SELL,other,other,other,Pos,-0.189110388,0.409,0.685,9.77E-239,1.124096553,0.257,0.02,2.77E-59
T cells,T cells,SELPLG,SELL,0.004300271,0,2654,SELPLG - SELL,other,other,other,Pos,0.111320051,0.43,0.305,5.34E-07,1.124096553,0.257,0.02,2.77E-59
DC,T cells,SELPLG,SELL,0.002558503,0,2654,SELPLG - SELL,other,other,other,Pos,NA,NA,NA,NA,1.124096553,0.257,0.02,2.77E-59
Prolif.T,T cells,SELPLG,SELL,0.006696074,0,2654,SELPLG - SELL,other,other,other,Pos,NA,NA,NA,NA,1.124096553,0.257,0.02,2.77E-59
Macrophages,DC,SELPLG,SELL,0.003196728,0,2654,SELPLG - SELL,other,other,other,Pos,-0.189110388,0.409,0.685,9.77E-239,0.85925678,0.444,0.11,2.88E-29
T cells,DC,SELPLG,SELL,0.005122958,0,2654,SELPLG - SELL,other,other,other,Pos,0.111320051,0.43,0.305,5.34E-07,0.85925678,0.444,0.11,2.88E-29
DC,DC,SELPLG,SELL,0.003048992,0.01,2654,SELPLG - SELL,other,other,other,Pos,NA,NA,NA,NA,0.85925678,0.444,0.11,2.88E-29
Prolif.T,DC,SELPLG,SELL,0.007973433,0,2654,SELPLG - SELL,other,other,other,Pos,NA,NA,NA,NA,0.85925678,0.444,0.11,2.88E-29
Macrophages,Prolif.T,SELPLG,SELL,0.013959971,0,2654,SELPLG - SELL,other,other,other,Pos,-0.189110388,0.409,0.685,9.77E-239,1.574796885,0.813,0.05,6.50E-32
T cells,Prolif.T,SELPLG,SELL,0.022227119,0,2654,SELPLG - SELL,other,other,other,Pos,0.111320051,0.43,0.305,5.34E-07,1.574796885,0.813,0.05,6.50E-32
DC,Prolif.T,SELPLG,SELL,0.013321461,0,2654,SELPLG - SELL,other,other,other,Pos,NA,NA,NA,NA,1.574796885,0.813,0.05,6.50E-32
Prolif.T,Prolif.T,SELPLG,SELL,0.034266757,0,2654,SELPLG - SELL,other,other,other,Pos,NA,NA,NA,NA,1.574796885,0.813,0.05,6.50E-32
Aveolar cells,Macrophages,SFTPA1,TLR2,0.002429611,0,2712,SFTPA1 - TLR2,other,other,other,Pos,2.257346621,0.273,0,0.093158805,0.852865008,0.409,0.082,0
Aveolar cells,DC,SFTPA1,TLR2,0.00175328,0,2712,SFTPA1 - TLR2,other,other,other,Pos,2.257346621,0.273,0,0.093158805,0.391835583,0.362,0.181,1.14E-11
Aveolar cells,Macrophages,SPINT1,ST14,0.00215237,0,2750,SPINT1 - ST14,other,other,other,Pos,0.6572135,0.434,0.125,0.067653305,0.702125539,0.321,0.057,0
Aveolar cells,Ciliated,SPINT1,ST14,0.001878197,0,2750,SPINT1 - ST14,other,other,other,Pos,0.6572135,0.434,0.125,0.067653305,0.643153576,0.307,0.054,4.68E-10
Macrophages,T cells,TGFB1,CXCR4,0.006226195,0,2808,TGFB1 - CXCR4,other,other,other,Pos,NA,NA,NA,NA,0.379389865,0.468,0.333,9.18E-14
T cells,T cells,TGFB1,CXCR4,0.006408897,0,2808,TGFB1 - CXCR4,other,other,other,Pos,NA,NA,NA,NA,0.379389865,0.468,0.333,9.18E-14
DC,T cells,TGFB1,CXCR4,0.011926959,0,2808,TGFB1 - CXCR4,other,other,other,Pos,-0.115645709,0.557,0.653,0.000544569,0.379389865,0.468,0.333,9.18E-14
Prolif.T,T cells,TGFB1,CXCR4,0.007874069,0,2808,TGFB1 - CXCR4,other,other,other,Pos,-0.249651046,0.545,0.675,0.000401312,0.379389865,0.468,0.333,9.18E-14
Macrophages,Macrophages,TGFB1,ENG,0.004009749,0,2809,TGFB1 - ENG,other,other,other,Pos,NA,NA,NA,NA,0.420469101,0.487,0.501,1.80E-44
T cells,Macrophages,TGFB1,ENG,0.004127681,0,2809,TGFB1 - ENG,other,other,other,Pos,NA,NA,NA,NA,0.420469101,0.487,0.501,1.80E-44
DC,Macrophages,TGFB1,ENG,0.007696831,0,2809,TGFB1 - ENG,other,other,other,Pos,-0.115645709,0.557,0.653,0.000544569,0.420469101,0.487,0.501,1.80E-44
